"d_r_uuid";"dws";"dns";"so";"version";"license_id"
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"c6aeabb85a58ad85700b944b5a193b12";"ae5d6d53626f81625bc77b5c1fdde05e";"1d66495c6712a2d843ce379c3177349f";"0.2.0";45
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"01bc951bd85ef8e69d0a8dcb166e5090";"9e40d18cb11f761a16234aa9e0528f7f";"d41d8cd98f00b204e9800998ecf8427e";"0.2.0";45
"9fb58ed8-b048-49c1-ad76-8c0b7b0d8d49";"f8db4114986a4c3f62e1984245c99db7";"a5535e4709c5a3b92e7584c7c149aa33";"a229ad8cfca10600e3efb34ce96b6e4f";"0.1.0-alpha99";-1
"7aa25b49-9bc8-4f58-87fd-b9ebdbeccaf0";"fa6128d5de0745659c28b0448e220e01";"9508d59bb3b8db4a0df0f48d86045e8e";"d41d8cd98f00b204e9800998ecf8427e";"2.5.6";45
"4362e8e6-a8aa-4f4c-a829-b0846f2ac25c";"fca20943c28495b863c370855abe2c29";"bc6dad13bac71a6ddad12ea62e913c00";"02fde4ff5744df13b13efe88eca312a8";"build-0.6.1756";45
"90957243-76ce-41da-b11d-dfcb46a71fd3";"fe208049e6740516a4e0215c240fbb81";"a00d1d3c5a36df70e45009b7ec1ad902";"ef5fb7b9b6f9d4c0e8db6ddbd2a7c85a";"build-0.6.1315";45
"4127519a-4348-4670-a2cb-70a86e80ee2e";"0223ef5a5cc98e62b61c64e5c223eb42";"2fb88f63cbd96a27f63c81648746a255";"d41d8cd98f00b204e9800998ecf8427e";"rel/v2.1.8";45
"a6e6f31e-8898-478d-9509-4065b9a47239";"026202c68737ef9bdb0642354c06487e";"1e74775ecc83563880a60970831d282f";"d41d8cd98f00b204e9800998ecf8427e";"freebsd4_snap_20040419";3
"d41f247f-3eb3-438f-94a5-8a8685b4d60f";"031af91e896505358c64d69a71a0b021";"19ecb34c283737ca278da8689f124aeb";"d41d8cd98f00b204e9800998ecf8427e";"3.13.2";35
"3f503880-3a3e-4c78-9d1c-01fa18f26e9b";"7eb44a0e9e9aac1768a36414fb105e55";"5b20a2cee6baeada0b51168200e4445e";"d41d8cd98f00b204e9800998ecf8427e";"6.0.0";-1
"265d81c1-ff54-4f08-9d25-68b6c4120b5d";"24d209a9dbeebf80f03f32de438b6cce";"e8381c348bc84077c2267a7733a55da5";"e7eb6fa0aa40a509c704fdde8e575cce";"1.5.0-rc.1";45
"bd6e08a2-484a-4503-9d02-bd795525ddd6";"058c8d6de46768038c10b9706f36672c";"e83f0db872389204ca76ddb31331fe0a";"d41d8cd98f00b204e9800998ecf8427e";"v1.0.0.201112231337-helios";-1
"cf846467-414f-4de2-8ea3-f322a3c8f4db";"06deccf89f6fccd7a1c1e9e61e6252ea";"2f9fca9250dd721b6d9924423bef1789";"bba83c81285aa18238b451a6a4aca0a7";"2.14.0";45
"3dec9166-bd9d-45d3-acae-9c78adb1a684";"078e54322e4f922331324a5f44c342fb";"f09f4d2be1cdffbb504e0e5019115791";"6d87cecfc48fa0ba9a9dcc90ff65f1a1";"2.15.2";45
"23e8c6be-c7ff-4927-baf8-26bf92cfab89";"0877a11a0b9b448b3f19fc8d1e55054e";"a3bbc7dc73fdde9f9f69c08fbfe0d7d3";"d41d8cd98f00b204e9800998ecf8427e";"onnv_70";87
"8f4cbfd9-26a9-48a3-81c8-11f938073eab";"0c1b905852ee75223d675742cf19d018";"cbc4899ecb8ce2150caafbdbaa323bd1";"bf82771d170f3fed5df7e92d87914833";"REL_2.8-20150910220033+0000";45
"3f503880-3a3e-4c78-9d1c-01fa18f26e9b";"f262da565a1e98e9a570b9fa28b99f5a";"00eb7fb4dcdc342e14908b2e0aca85c1";"d41d8cd98f00b204e9800998ecf8427e";"6.0.0";-1
"74c62abc-6181-40f1-935b-e38c8437d130";"f248c66dbbcaa8df24944d28526d70d6";"c6eabe79f54a866690a92b079fa8f78f";"dc472912285399d4e170bb19648ff681";"7.1.0.Alpha1";11
"2ac0aab6-7f04-4884-a40e-6f08b1e813b8";"6c7f7f9cb2506c397a57f1de99572ee5";"c93d39900405c28b94a0efcaf23992b2";"d41d8cd98f00b204e9800998ecf8427e";"2014.08";34
"8af515ed-25f9-47ea-922b-3b95bfc3aff5";"efb4b6e869d6ce920cd999f97ce33945";"00e06d64d7278ac60aefcc0d06c0c673";"d41d8cd98f00b204e9800998ecf8427e";"UDK2010.SR1.UP1";3
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"55071056785aa65b47b1056d68665859";"7b85238c9db583f7cd3dcbe9576bfd21";"d41d8cd98f00b204e9800998ecf8427e";"0.2.0";45
"ac5846c1-e774-40fc-89fc-92228b80760c";"2bafc5118bc1ce641bf6fd83c76df3df";"1c6c3d2b14d14186ae1fc74192f69bc4";"34306b14ed1f2d40215ab9819c54e6a6";"2.7-RC2";11
"8af515ed-25f9-47ea-922b-3b95bfc3aff5";"9f40aacf701d801330ef2be16cacc16e";"839e720295cb10230570dd593fe5f579";"d41d8cd98f00b204e9800998ecf8427e";"UDK2010.SR1.UP1";3
"42d2ed6a-9540-47a8-b4c3-3d4c05318321";"89c31a0ff0d9e14a76617387bb1fd230";"fe1e5822137f7d575d716085687ec201";"ade1d2e046168a9a090e464e5869ab25";"0.95";3
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"90df6c8f0d6a250fbd0f5f1b5eb54697";"377882513affe5ba1ceff4ba0d4fa962";"d41d8cd98f00b204e9800998ecf8427e";"0.2.0";45
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"b94eec9ff37f88a1ffe7303a0bea3a44";"6a35645a7e254d3af374b9affb764468";"2ce5806dd48731468715f318d65b3a23";"0.2.0";45
"622911eb-a944-4446-ac79-7fa54b85a451";"79cf7d806a1f3abd91098bbe57d3348b";"731c95cd8b13a0dc39d6ce4f20b6b85e";"73ea949223fdd544fafa1255f63b0be9";"2.3.3";29
"10b0931b-7896-4749-b11a-c036a5b49f16";"1040135f66c8598d963118c165c0d036";"1780b42f46fed69dc13b5883188d9b90";"d41d8cd98f00b204e9800998ecf8427e";"OpenOLAT_9.3.5";-1
"52b43d2e-8941-4f32-8682-d13f85c7adaf";"104b08b3b77924feb2180a5a0b4d06cf";"0a5542979009c9a72f68dff3a66b9a0b";"d41d8cd98f00b204e9800998ecf8427e";"3.1.6.GA";11
"2900297b-f06f-40e1-87cf-4bba29d5293a";"106caf6cc26f270bd730a397aca7f21c";"69ae6096820933bb7bbd072a80652c33";"d41d8cd98f00b204e9800998ecf8427e";"openbsd_snap_20051003";3
"028e36d0-f014-44c7-8525-02adc883b1b7";"10d21cb5da719a46fdb536e57cc2fc3e";"a10dc904bca6fe230a9beaaf578ef741";"0c2a9f084aee31aaa2bae2e23da410fd";"REL_2.7-20150806220021+0000";45
"f74da72d-fad0-44fc-afc0-5fe9372af74f";"10fd884f5e2e98f1bf892288535a709a";"ea0bea11a1ff14720772aa0d3681c188";"d41d8cd98f00b204e9800998ecf8427e";"4.5.1";77
"7dd55640-3e4c-4f2f-b20b-619ef4ea4030";"12dd7326259d698eab075472d6ff1bf8";"906e5dcb7aed37f3b23cb677628a121f";"1a5fb8e6134502cee9eeca16376c2e82";"2.7.0.redhat-610394";45
"74c62abc-6181-40f1-935b-e38c8437d130";"137cc3e57bb4d890f370e9cb165cf0d9";"2573b533beeee497202a1b66b82d3117";"35b5e2e3696a8c33046fba3d13775b2c";"7.1.0.Alpha1";11
"efc5cc84-57e1-4fdf-b869-fd44957b374c";"14844cb8f5bae1ae1df4e451bada1374";"2058d96ffcbdb0fcdbcffcbf3381235e";"d41d8cd98f00b204e9800998ecf8427e";"1.5rc1";-1
"ac5846c1-e774-40fc-89fc-92228b80760c";"489ceb5cb2f32bebee87bad267c9277f";"6d95ba98e932ab136942e588511ba85a";"9b3d4a5a9760229c5546705ead159dcd";"2.7-RC2";11
"ca691cd3-5ded-46df-935d-2691bbf3c28d";"15a4017f081d76825f59a86b92b42855";"546c49a802c5cfb2760670d961c09e00";"99ff76800427b1f80e9e4f5cbc9c5de7";"38.5.2";34
"ca691cd3-5ded-46df-935d-2691bbf3c28d";"15a4017f081d76825f59a86b92b42855";"546c49a802c5cfb2760670d961c09e00";"99ff76800427b1f80e9e4f5cbc9c5de7";"38.5.2";3
"ca691cd3-5ded-46df-935d-2691bbf3c28d";"15a4017f081d76825f59a86b92b42855";"546c49a802c5cfb2760670d961c09e00";"99ff76800427b1f80e9e4f5cbc9c5de7";"38.5.2";36
"ca691cd3-5ded-46df-935d-2691bbf3c28d";"15a4017f081d76825f59a86b92b42855";"546c49a802c5cfb2760670d961c09e00";"99ff76800427b1f80e9e4f5cbc9c5de7";"38.5.2";389
"ca691cd3-5ded-46df-935d-2691bbf3c28d";"15a4017f081d76825f59a86b92b42855";"546c49a802c5cfb2760670d961c09e00";"99ff76800427b1f80e9e4f5cbc9c5de7";"38.5.2";137
"ca691cd3-5ded-46df-935d-2691bbf3c28d";"15a4017f081d76825f59a86b92b42855";"546c49a802c5cfb2760670d961c09e00";"99ff76800427b1f80e9e4f5cbc9c5de7";"38.5.2";45
"ca691cd3-5ded-46df-935d-2691bbf3c28d";"15a4017f081d76825f59a86b92b42855";"546c49a802c5cfb2760670d961c09e00";"99ff76800427b1f80e9e4f5cbc9c5de7";"38.5.2";177
"ca691cd3-5ded-46df-935d-2691bbf3c28d";"15a4017f081d76825f59a86b92b42855";"546c49a802c5cfb2760670d961c09e00";"99ff76800427b1f80e9e4f5cbc9c5de7";"38.5.2";30
"bdbfc949-a72e-4bc7-b5d7-2ab36c1478d8";"18fe75f12d5d75bba7e506db3979fbc9";"670fef29616dc3d269801d564663eb8a";"d41d8cd98f00b204e9800998ecf8427e";"1.2.0";45
"3dec9166-bd9d-45d3-acae-9c78adb1a684";"1940bd7c992161e8a1965551bcb2821a";"edcfe280d891b4ad2d12f4d7f0659db6";"5cb5e7ae8701c1667689f81c6da13222";"2.15.2";45
"6b0028a6-9543-4b05-89e3-6c52143287a8";"196e3865409c6f12a3877879917eef22";"6689f54da44d6c4544bd9e593b11f109";"d41d8cd98f00b204e9800998ecf8427e";"upstream/upstream/isis-security-shiro-1.0.0-RC1";45
"db9d602b-acf9-4bba-b6f8-3583a7f218fa";"1a66d83a43e68a8349204237f4e86f78";"4b0f5e035b71fd3273681a1d557df5b6";"d41d8cd98f00b204e9800998ecf8427e";"REL_2.11-20151226230036+0000";45
"8af515ed-25f9-47ea-922b-3b95bfc3aff5";"1b221abc72691d568885e8d0cd24e5b8";"ea9c8175725ac09c6b43b6382ae9005e";"afe1891723d4aac8e27a5fa60de24c27";"UDK2010.SR1.UP1";3
"8af515ed-25f9-47ea-922b-3b95bfc3aff5";"1b2a17f3eb8ca3c099b65c4a032a578b";"5c97b5cf9162550e0cec1b64e7b41f9c";"d41d8cd98f00b204e9800998ecf8427e";"UDK2010.SR1.UP1";3
"cb157998-9fa4-48a0-baaf-5ad660d69f5e";"1cb6e87fca98d2ddb132d635e9c5bc9a";"dcb444e78346e1392e8b0ad6f94cbe69";"289b53396e67843f3c723c1eb0f22799";"Snapshot-20110306";34
"cb157998-9fa4-48a0-baaf-5ad660d69f5e";"1cb6e87fca98d2ddb132d635e9c5bc9a";"dcb444e78346e1392e8b0ad6f94cbe69";"289b53396e67843f3c723c1eb0f22799";"Snapshot-20110306";12
"d55171d5-093e-4927-afcd-ed1b5cc564dd";"133a9b03b2efbcc6c8d9feb4a1f62c25";"c8ab3ca51392d092fd459bcc6efd13aa";"d41d8cd98f00b204e9800998ecf8427e";"1.5.10";45
"a1b9f235-3cca-4bc9-af97-44f925192a30";"e1c07db2eba9d8c626239050fb30c4b2";"d392c3bc2cd9aa8e1b6cc1c5956e24bd";"4f7d17ea9c43ffbc76f4c0ec89fb1602";"3.1.5.0";45
"74c62abc-6181-40f1-935b-e38c8437d130";"bc396e70c6c607dfd3c9f15b745e81c2";"dc86001c5dc080f5ea085f1317c0cc41";"fc4b0fb41d4bfed2ea41378b36505d7d";"7.1.0.Alpha1";11
"268b6e7c-dbde-4393-9f62-7d75bfca0558";"985a434d67b1b90d23b425fa6dd0ef9c";"2adbf63ef9a002250bb92b596faa6e50";"d41d8cd98f00b204e9800998ecf8427e";"7.0.0 M6";33
"3f503880-3a3e-4c78-9d1c-01fa18f26e9b";"ca540e6dbc65095d6948ab997b8d0c8c";"b0f8579322a7783fa995614bc0e53b05";"d41d8cd98f00b204e9800998ecf8427e";"6.0.0";-1
"638bf765-dff3-4243-853b-7897c4df2da4";"726dc5b45a53b8a278398f074aad3833";"1f2da2ce67d338f70ff2cb17e1ed417b";"d41d8cd98f00b204e9800998ecf8427e";"5_08";-1
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"a0bc45d4f665c5c775f9160526e92b88";"4993fdf0583a6781f382aa58f4bebffd";"e69edbfc1f6ebda3edd8015e85d0b924";"0.2.0";45
"028e36d0-f014-44c7-8525-02adc883b1b7";"80ad729465839924b76ae4d359acfd5e";"2ebc188b1f6cb8ed4ab17e6554989410";"df66d291438d2397e44b6725544b4d4c";"REL_2.7-20150806220021+0000";45
"638bf765-dff3-4243-853b-7897c4df2da4";"505882347bf832e598567c1f73e97659";"c577108f88e2724706b9db9f3d75b3a8";"d41d8cd98f00b204e9800998ecf8427e";"5_08";-1
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"ed98093c1b16b70ffe8016697a061ce1";"445d19885767da320e343ee245cdaef7";"d41d8cd98f00b204e9800998ecf8427e";"0.2.0";45
"9e0ea726-c68d-461e-92ca-161a26fd07b7";"204664d98f81b9d0c5469349b750e187";"5e34338d479856750005e53e88dc03cd";"d41d8cd98f00b204e9800998ecf8427e";"Snapshot-20091229";34
"9e0ea726-c68d-461e-92ca-161a26fd07b7";"204664d98f81b9d0c5469349b750e187";"5e34338d479856750005e53e88dc03cd";"d41d8cd98f00b204e9800998ecf8427e";"Snapshot-20091229";12
"ffe52b02-597e-4ff7-9775-14a05a1c94a8";"22369b74912e50ec88c5f7ed37c964e1";"0f15f19521c89181dedfdb34526d954c";"751f8a6d378180bac77dd53cd9ea5578";"2.4-beta";34
"23e8c6be-c7ff-4927-baf8-26bf92cfab89";"24874c449515a5112a7ca0fa1bb33283";"f957e7d31b4670854a90d7ff0fb1792c";"814cd62f66535cea51270f5365779195";"onnv_70";87
"d41f247f-3eb3-438f-94a5-8a8685b4d60f";"28bb6521240126fcb539116740091de7";"b49fd5d12c4120cc2453b72dcada9510";"5769ea50ddaddee103fec6c0afed4855";"3.13.2";35
"bd6e08a2-484a-4503-9d02-bd795525ddd6";"29714f6a40e4bd65b78dc772f9b62d25";"96dea7f1613b85b5e3739a36cc12fa50";"ff1751f41e704f521885b5b554dcd570";"v1.0.0.201112231337-helios";-1
"23e8c6be-c7ff-4927-baf8-26bf92cfab89";"299dea6e1604149230bd7ff228b35699";"4db89e9b4560b8b0bfd1a23c3022ed5e";"cea0c90e3d482f85cd0d65db41492ec0";"onnv_70";87
"c34f099e-0b6c-45ca-a299-520e96c4dbf0";"2a86b55ede93ce4c062b805c9e6281fb";"5f6dfda9febd2bb95f33b2c4e61495d0";"d41d8cd98f00b204e9800998ecf8427e";"0.37.8-Snap-2014-02-22";34
"7ad8b9d4-29ef-4d89-8218-321a6098c36e";"2c392c74aedde25bb04c4eb428b4aeb8";"2fb6ab5819d25767f350fbe8618f6f96";"ba2861df35d9303d58334ac85c1d36e6";"11.1";11
"bd6e08a2-484a-4503-9d02-bd795525ddd6";"2dacf2c8eb3da7ced853fff72bbe6929";"e02c957214c0e9ed634bb857306334b3";"56477f557b62f4924b30c8f4d5454a60";"v1.0.0.201112231337-helios";-1
"f0dcfa02-e659-4877-91bf-994ee08b8d0f";"2f6092beb4d87968d0067e382aa6c426";"73cd7d6563764a26b4367d9df484c7e1";"d41d8cd98f00b204e9800998ecf8427e";"3.3.1.CR1";11
"efc5cc84-57e1-4fdf-b869-fd44957b374c";"306a52b13cf9dd8c57365a2f07a56e3c";"2058d96ffcbdb0fcdbcffcbf3381235e";"d41d8cd98f00b204e9800998ecf8427e";"1.5rc1";-1
"a492efd1-3774-4358-9090-265aa9fd8540";"353a0efc6bf6768d24ede0908fbd0872";"dfd35bcd73d6d54371acba989fb449a0";"d41d8cd98f00b204e9800998ecf8427e";"v2.1.9";128
"a492efd1-3774-4358-9090-265aa9fd8540";"353a0efc6bf6768d24ede0908fbd0872";"dfd35bcd73d6d54371acba989fb449a0";"d41d8cd98f00b204e9800998ecf8427e";"v2.1.9";1450
"1f7f85f1-a37b-42b2-bf01-14e746de7bff";"37530502e34f0c2c421e6860a0c8c6cb";"19d814cb9235f48695f34c2b0ab0ee5b";"2ea98a66bb3f10c48080f4e30f4fd1cc";"0.8.0";77
"a1b9f235-3cca-4bc9-af97-44f925192a30";"375e4958b6de2fbdbf1546e2686113ea";"26722041795a7fd834e47f64ea9d4408";"553daffb9df345421f0d8d0d68886797";"3.1.5.0";45
"2ac0aab6-7f04-4884-a40e-6f08b1e813b8";"883b4e64ee15b1c04f8b27b19472a534";"9a376fabc5ab4c936e94aa4515cd9d5a";"d41d8cd98f00b204e9800998ecf8427e";"2014.08";34
"317aad06-7ed0-4744-a578-d3e0a9657ed1";"8ae09c285c1001b7db59352f2adac1d0";"4a3f17541086ccb3c4570111e761c57c";"d41d8cd98f00b204e9800998ecf8427e";"1.4.2+20140406";34
"7ad8b9d4-29ef-4d89-8218-321a6098c36e";"f5f5edeb6da6d9056054c710e209162a";"2f3142d941b6ad189d0b8ae235d196b0";"0325eb38e4b261fd7dda0b0b7f267e97";"11.1";11
"d55171d5-093e-4927-afcd-ed1b5cc564dd";"ee39353725a75b96a5f12646c7d41f8f";"9915abd91b553b355bf026e6e829422d";"d41d8cd98f00b204e9800998ecf8427e";"1.5.10";45
"8af515ed-25f9-47ea-922b-3b95bfc3aff5";"261e4a0f0d98dcbfbc34938b859d841d";"4079e3ef19224c54db3873bb87ff2bae";"d41d8cd98f00b204e9800998ecf8427e";"UDK2010.SR1.UP1";3
"638bf765-dff3-4243-853b-7897c4df2da4";"8cf231d0a4793b7830e684bd90e0d15e";"a96c8e111a75d8e09c6b57d8eaf1dcdf";"d41d8cd98f00b204e9800998ecf8427e";"5_08";-1
"0c56251f-445c-4863-8939-5d96af475511";"1728473283fbeb70d4d07e42df1d3ee1";"213e9bcde53e9131d3de4ae2d23e9119";"b9a6b8539ed2f7f8a7df46da52e909b2";"jclouds-1.5.5";45
"db9d602b-acf9-4bba-b6f8-3583a7f218fa";"39e5cabc5bf953c3da39c12dad85b237";"898f888d1e3f660cdf99c41838f41cb4";"7baa35152d9ca1dd7bbe54d78dabcda5";"REL_2.11-20151226230036+0000";45
"2900297b-f06f-40e1-87cf-4bba29d5293a";"3a4b0cfa1a997df6e171d3bad10a52f7";"bcaf7ad3b9c3e903862beeab734d2ece";"d41d8cd98f00b204e9800998ecf8427e";"openbsd_snap_20051003";3
"cb157998-9fa4-48a0-baaf-5ad660d69f5e";"3afe962bf1b9d856e1cb76d0c4c08226";"6727b88eeb32e15f5dcb3b66a08708c9";"41eff71011b7726c1a23c3eb6358005e";"Snapshot-20110306";34
"cb157998-9fa4-48a0-baaf-5ad660d69f5e";"3afe962bf1b9d856e1cb76d0c4c08226";"6727b88eeb32e15f5dcb3b66a08708c9";"41eff71011b7726c1a23c3eb6358005e";"Snapshot-20110306";12
"9fb58ed8-b048-49c1-ad76-8c0b7b0d8d49";"3bfa6a99ea662f0a7cc03fd59aff7593";"04644ec3c527de2f89a02a7e599ce97a";"d41d8cd98f00b204e9800998ecf8427e";"0.1.0-alpha99";-1
"622911eb-a944-4446-ac79-7fa54b85a451";"3dee5060a2d4b6900d0588ac55b4b7bc";"413fa2f6b490f2f7b7016cb96cda0d88";"d41d8cd98f00b204e9800998ecf8427e";"2.3.3";29
"ac5846c1-e774-40fc-89fc-92228b80760c";"40f46a9a9e26b38fab60a6bb2aad7449";"4cc6ac934fc19856a9779cc30c67f2cf";"d41d8cd98f00b204e9800998ecf8427e";"2.7-RC2";11
"4362e8e6-a8aa-4f4c-a829-b0846f2ac25c";"419d1da99600f51d82262c445008518a";"35e8dc7889af4378e9483c50e0ac9624";"44364400a44c6fcb711fe9d4300e99c7";"build-0.6.1756";45
"f74da72d-fad0-44fc-afc0-5fe9372af74f";"41b47d0383e59e3b844a16647cdcc947";"6472446f9294c2bddb29a64d9d2cbb5a";"e7eb6fa0aa40a509c704fdde8e575cce";"4.5.1";77
"265d81c1-ff54-4f08-9d25-68b6c4120b5d";"087a70604b633a81c3702c7dfe10636d";"98f1f367371dc74645b3067d783e935a";"e7eb6fa0aa40a509c704fdde8e575cce";"1.5.0-rc.1";45
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"66064f4188025c610dd180e6111bcdc2";"114c2afaacabf712bb863f30450a112f";"d41d8cd98f00b204e9800998ecf8427e";"0.2.0";45
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"01a0537d649011ed63765f2b0ec5ef76";"2d2c57b24e503665b7ac50beab2222b6";"d41d8cd98f00b204e9800998ecf8427e";"0.2.0";45
"8af515ed-25f9-47ea-922b-3b95bfc3aff5";"457d1ac4da60cedbad735882df532896";"4af8ec06296e3aa093e7c59db0b49752";"d41d8cd98f00b204e9800998ecf8427e";"UDK2010.SR1.UP1";3
"ac5846c1-e774-40fc-89fc-92228b80760c";"45a96e46668888756700cf1f95eac635";"73ef86c5cb8eaae9234c6cbf271a3c03";"d8e0a635e24f350f527c8e2378a560a0";"2.7-RC2";11
"4257170f-a896-422c-9762-37647317187d";"46e0a51581e258e98bc478cb8fa75f0c";"19eaab0108c5c284d4f2242d815290a6";"5c3b2f32043477b8fcbb0c2a6ba20ee2";"v3.1.1";30
"638bf765-dff3-4243-853b-7897c4df2da4";"ac20f5888e6d74af80d397720e03f9a2";"6aa2b935616b5d215fcfb491cb254646";"9fb3404b494b717b7f40f5e9dfcd5ef4";"5_08";-1
"8af515ed-25f9-47ea-922b-3b95bfc3aff5";"1d916fc038768246e891df8e552cd1ff";"195e2f974a7df56c832401cfad1fa563";"d41d8cd98f00b204e9800998ecf8427e";"UDK2010.SR1.UP1";3
"3f503880-3a3e-4c78-9d1c-01fa18f26e9b";"7ab5f3c0bbd0f6750bd5d6f98ceb2d84";"aee9b2b95c5a53b9e287f1ae7809d686";"d41d8cd98f00b204e9800998ecf8427e";"6.0.0";-1
"42d2ed6a-9540-47a8-b4c3-3d4c05318321";"ff4860f5ad2b61a04f588a2de2789a9f";"5726aabb85e9cc90cd9df8a6504db440";"d41d8cd98f00b204e9800998ecf8427e";"0.95";3
"8c65be3e-c549-4a0c-9f18-09b338829ea2";"4bd20f8f88f83c1cc07586db0a1ee615";"acbd36e6e45b7f01593c8161a3138e9d";"d41d8cd98f00b204e9800998ecf8427e";"6.2.14";34
"cf846467-414f-4de2-8ea3-f322a3c8f4db";"4c2a180d4cebedad30eed25aeb08e1a5";"8ea687d914444ab047e63a5b2ecc8749";"c561d6607285af15f625d2fc33aeefb1";"2.14.0";45
"6b0028a6-9543-4b05-89e3-6c52143287a8";"4c3a420680a7c1e71d416df650f95711";"22895838eddfa131e3cfdd31f4c4ec8a";"d41d8cd98f00b204e9800998ecf8427e";"upstream/upstream/isis-security-shiro-1.0.0-RC1";45
"7e94a407-a3ca-413f-b4f0-1e222acd8374";"4c9be8e85c8cd51b50590442c82cc438";"301934222bf2fd65b87ef1531656db37";"d41d8cd98f00b204e9800998ecf8427e";"1.3.4.1";36
"16b5e7cc-fbcb-4097-8317-121bcf6b39d3";"4e888176c80ef8972f331f3b31a65aa5";"e7736391663617a4c55adf6d69ef4563";"cc10425da9f7a55bddad2adbc2562189";"2.8.0-fuse-01-13";45
"db9d602b-acf9-4bba-b6f8-3583a7f218fa";"4ff3e3d795acd5833ffd095f59a6b773";"cd7ef5351fdd39ef4add460c5b068122";"d41d8cd98f00b204e9800998ecf8427e";"REL_2.11-20151226230036+0000";45
"7ad8b9d4-29ef-4d89-8218-321a6098c36e";"50c02fc004457f0c8bcf9e4147de7d10";"e5d5cc92a633144a79c7192bf470ca15";"9a5d4a559d872869052319848a637d84";"11.1";11
"fe523cf5-6b92-422e-ab16-0a344e0426b6";"51024bdbaa2b2d876ebc520d682497a2";"19e288425f2f6a496c83c223189cf408";"da0871877633e78487185cd264774159";"3.16.7-ckt11";-1
"317aad06-7ed0-4744-a578-d3e0a9657ed1";"386cb62a9946f7899bb2a5b92def0213";"001ceff2fecce6ca6d1df23bd04967fe";"d41d8cd98f00b204e9800998ecf8427e";"1.4.2+20140406";34
"3f503880-3a3e-4c78-9d1c-01fa18f26e9b";"5a02fcf2ef2cd5ac4bd2225a85a3b275";"4a731de13a299e7a1a1843c689d7c707";"d41d8cd98f00b204e9800998ecf8427e";"6.0.0";-1
"317aad06-7ed0-4744-a578-d3e0a9657ed1";"db485fbe0e16d44bb443ad4c91fdbcd6";"43646858311125020d1b043dae2ee583";"d41d8cd98f00b204e9800998ecf8427e";"1.4.2+20140406";34
"8c65be3e-c549-4a0c-9f18-09b338829ea2";"217b0f16a64bddf88996cb3c682e63eb";"b5bf6705569510a3404b5dc2feabceae";"d41d8cd98f00b204e9800998ecf8427e";"6.2.14";34
"10b0931b-7896-4749-b11a-c036a5b49f16";"55cd915299378a1c6f2dead8d9c5de86";"9aeaa2d630c24843a4d6930e781af6b2";"d41d8cd98f00b204e9800998ecf8427e";"OpenOLAT_9.3.5";-1
"12acb679-7a7f-460f-8380-3e4cb052e2e9";"57f620278ca94e6ea2352156029e1dbf";"9b15e2054c3a2457e2b93550884de812";"d41d8cd98f00b204e9800998ecf8427e";"rel/v2.1.0-M3p06";45
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"914b6a608bf198e1fb4200701fdf73e2";"6ae12a2a2af1668aaae3d28d156cfeb0";"d41d8cd98f00b204e9800998ecf8427e";"0.2.0";45
"3f503880-3a3e-4c78-9d1c-01fa18f26e9b";"d1612b50dc8f7886f4d89a2616383d11";"97e136bdc0c3f5dab89e7b02383b6a6f";"5a13ee7484f5a985d7463b87c80733b8";"6.0.0";-1
"ca7099eb-00a3-455c-9d94-27fb8526b128";"a754eff33cabbe23cf0c471c0255891e";"77c519dff784bbe5431526a8e3fa5413";"bcec367576bb0b4550d6e79431f23128";"3.0-Milestone1";22
"317aad06-7ed0-4744-a578-d3e0a9657ed1";"a2ab20cfe6141d8bfcb130a0940ef57c";"2191e51982c07cc0e670a01b89b9cf8d";"d41d8cd98f00b204e9800998ecf8427e";"1.4.2+20140406";34
"4257170f-a896-422c-9762-37647317187d";"d3efad223eb9289f9b6d8f1c5c683332";"5e5e4ceaddbbde498def573bc7297b41";"67fa2d0101b4707f1b98ab2231d8961f";"v3.1.1";30
"23e8c6be-c7ff-4927-baf8-26bf92cfab89";"4abcbbf985cef8c2c2993b5eef306aaa";"adeae51664b5b4e1203efb31475a57c6";"d41d8cd98f00b204e9800998ecf8427e";"onnv_70";87
"317aad06-7ed0-4744-a578-d3e0a9657ed1";"519bbd5cc222d20f85fddb762497a7b2";"6ea0acc2bed8cffd2b5ecedcebbb983c";"d41d8cd98f00b204e9800998ecf8427e";"1.4.2+20140406";34
"3186e8de-1fa1-4bc4-8f76-3fcdebbcea1d";"23cf6dd3883b174e76990ab279aa9947";"185c82d263a3f7479d244dc43dc9b390";"d41d8cd98f00b204e9800998ecf8427e";"0.2.0";45
"adbec8e6-4b4a-49ff-83cf-c61d5868f80e";"87e5135e39c2860a7949b5722cd99aa3";"d48008028f609498c8cc0e1f95fc3155";"d41d8cd98f00b204e9800998ecf8427e";"V.2.6.4";3
